"id","name","host_since","host_response_time","host_response_rate","host_is_superhost","host_listings_count","neighbourhood_cleansed","zipcode","latitude","longitude","property_type","room_type","accommodates","bathrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","reviews_per_month","descr_measure","neigh_measure","length_descr","length_rules","pos_review","neg_review","dif_review","availability","host_period"
13060366,"Make yourself comfortable.",2016-04-13,"within a day",0.6,"f",1,"Mission Hill","02120",42.3347510857279,-71.0962741794494,"Apartment","Shared room",2,1,1,"Real Bed",80,1,"$0.00",1,1125,1,NA,NA,NA,NA,NA,NA,NA,"f","strict",0.27,0,0,91,3,0,0,0,1,608.791666666667
14092430,"Full Size Bed Walking to Medical & Subway(T)",2011-12-30,"within an hour",1,"f",3,"Mission Hill","02120",42.3302414446052,-71.1046877270876,"House","Private room",2,2,1,"Real Bed",74,1,"$30.00",1,1125,11,78,10,8,10,9,9,9,"t","flexible",6.88,6,0,1000,3,1.81818181818182,0.0909090909090909,1.72727272727273,0,2174.79166666667
6834270,"Cheap, Cozy, Convenient 1BD",2014-04-15,"a few days or more",0.31,"f",2,"Mission Hill","02115",42.3342674214116,-71.1065294191335,"Apartment","Entire home/apt",2,1,1,"Real Bed",100,2,"$62.00",3,1125,29,85,9,8,9,9,9,8,"f","strict",1.97,0,0,659,146,2.37931034482759,0.0689655172413793,2.31034482758621,0.843835616438356,1337.79166666667
7379913,"Minimalist Room in a Cool Apartment",2014-12-18,"",NA,"t",1,"Mission Hill","02120",42.3320279524064,-71.1002247633868,"Apartment","Private room",2,1,1,"Real Bed",130,0,"$0.00",2,1125,15,97,10,10,10,10,9,9,"f","flexible",1.08,5,1,1000,204,4.4,0,4.4,0,1090.79166666667
4523594,"Lux Longwood 1BR w/ balcony & WiFi",2013-10-14,"within a few hours",0.96,"f",313,"Mission Hill","02120",42.333164849145,-71.101324656104,"Apartment","Entire home/apt",3,1,2,"Real Bed",215,1,"$0.00",3,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,4,2,1000,246,NA,NA,0,0,1520.79166666667
543188,"[1480-2] 2 BR-City view at Longwood",2009-07-10,"within a few hours",0.89,"f",558,"Mission Hill","02120",42.3335418043223,-71.1014683065,"Apartment","Entire home/apt",4,1.5,2,"Real Bed",349,1,"$0.00",3,730,0,NA,NA,NA,NA,NA,NA,NA,"f","super_strict_30",NA,3,0,1000,11,NA,NA,0,0.997260273972603,3077.79166666667
4409653,"Lux Longwood 1BR w/pool, gym & WiFi",2013-10-14,"within a few hours",0.96,"f",313,"Mission Hill","02120",42.3334741757606,-71.1001648079991,"Apartment","Entire home/apt",4,1,2,"Real Bed",246,1,"$0.00",3,1125,1,20,6,2,10,10,8,2,"f","moderate",0.07,4,1,1000,247,1,3,-2,0.0958904109589041,1520.79166666667
12667158,"Boston beautiful new Apartment #43end day12/31/16",2016-04-06,"within a few hours",0.94,"f",5,"Mission Hill","02120",42.3300815748615,-71.1031010111384,"Apartment","Entire home/apt",4,1,3,"Real Bed",150,1,"$0.00",1,60,7,48,5,6,6,6,7,6,"f","flexible",2.66,2,0,430,3,1.28571428571429,0.142857142857143,1.14285714285714,0,615.791666666667
8337048,"Comfortable & Convenient in Boston",2014-06-03,"within a few hours",1,"f",2,"Mission Hill","02120",42.3307027360767,-71.0999986836286,"Apartment","Shared room",3,1,2,"Airbed",45,1,"$20.00",1,4,19,93,10,10,10,10,9,9,"f","moderate",1.57,4,3,1000,43,2.57894736842105,0.0526315789473684,2.52631578947368,0.010958904109589,1288.79166666667
8390386,"Cozy and convenient in Mission Hill",2015-09-14,"within a few hours",0.89,"f",1,"Mission Hill","02120",42.3306887722849,-71.0987761073086,"Apartment","Entire home/apt",4,1,1,"Real Bed",100,2,"$20.00",2,1125,7,90,10,9,10,10,8,9,"f","strict",0.63,5,1,1000,141,2.71428571428571,0,2.71428571428571,0.00547945205479452,820.791666666667
13028092,"Place of Peace",2013-09-24,"within a few hours",0.88,"f",2,"Mission Hill","02120",42.3309189463566,-71.1087362882022,"Apartment","Entire home/apt",3,1,3,"Real Bed",130,2,"$100.00",1,1125,10,96,10,9,9,10,9,10,"f","moderate",3,3,1,1000,182,2.5,0,2.5,0.698630136986301,1540.79166666667
12608363,"Classic Brownstone Walk-Up",2016-04-22,"within a day",1,"f",1,"Mission Hill","02120",42.3345490343335,-71.1029605822319,"Apartment","Private room",1,1,1,"Real Bed",60,1,"$0.00",1,1125,2,100,10,10,10,10,9,9,"f","flexible",0.48,4,1,995,646,2.5,0,2.5,0,599.791666666667
5967936,"Apt close to downtown and backbay",2015-04-10,"",NA,"f",2,"Mission Hill","02115",42.3337525039974,-71.1065401209284,"Apartment","Entire home/apt",2,1,1,"Real Bed",175,1,"$20.00",2,20,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,1,0,246,3,NA,NA,0,0,977.791666666667
6684904,"Lux Longwood 1BR w/pool, gym & WiFi",2013-10-14,"within a few hours",0.96,"f",313,"Mission Hill","02120",42.3337038157253,-71.1014542598632,"Apartment","Entire home/apt",3,1,2,"Real Bed",246,1,"$0.00",3,1125,2,100,10,10,10,9,8,9,"f","moderate",0.15,4,1,1000,246,5,0,5,0.0958904109589041,1520.79166666667
6676364,"Cozy, high-rise room, stunning view",2014-03-21,"within an hour",1,"t",2,"Longwood Medical Area","02215",42.33886860713,-71.1070996379991,"Condominium","Private room",1,1,1,"Real Bed",84,1,"$20.00",1,14,158,98,10,10,10,10,10,10,"t","moderate",10.28,0,0,959,170,3.34810126582278,0.0126582278481013,3.33544303797468,0.328767123287671,1362.79166666667
2174711,"Great Fenway Studio, Be Our Guest! ",2013-03-25,"within an hour",1,"f",11,"Longwood Medical Area","02215",42.3393827877103,-71.1001723524057,"Apartment","Entire home/apt",4,1,2,"Real Bed",149,2,"$25.00",1,1125,101,88,9,8,9,10,10,8,"f","strict",3.24,8,0,1000,467,3.56435643564356,0.0891089108910891,3.47524752475248,0.871232876712329,1723.79166666667
14235257,"Spacious and cozy apartment(shared)",2016-07-14,"within a few hours",0.96,"f",1,"Longwood Medical Area","02215",42.3426200240019,-71.1036274957289,"Apartment","Shared room",2,1,2,"Real Bed",75,0,"$25.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,5,1,596,171,NA,NA,0,1,516.791666666667
6870366,"High-rise room, convenient environs",2014-03-21,"within an hour",1,"t",2,"Longwood Medical Area","02215",42.3390200063982,-71.1066409301378,"Apartment","Private room",1,1,1,"Real Bed",84,1,"$20.00",1,1125,133,96,10,10,10,10,10,10,"t","moderate",9.32,0,0,404,169,3.44360902255639,0.0075187969924812,3.43609022556391,0.0164383561643836,1362.79166666667
7637094,"2BD, Steps to Hospitals, T&Colleges",2015-07-30,"",NA,"f",1,"Longwood Medical Area","02215",42.3421347752722,-71.1070267118214,"Condominium","Entire home/apt",4,1,2,"Real Bed",100,1,"$0.00",4,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,2,2,1000,159,NA,NA,0,0,866.791666666667
4518756,"1 Bedroom Apt. A - Boston Back Bay",2013-12-07,"within a day",0.81,"f",7,"Bay Village","02116",42.3493006199232,-71.0689796678157,"Apartment","Entire home/apt",4,1,1,"Real Bed",165,1,"$0.00",1,1125,19,92,9,9,10,10,10,9,"f","strict",1.06,0,2,815,1000,3.05263157894737,0.0526315789473684,3,0.865753424657534,1466.79166666667
14759485,"Luxury 2 BR, Private Entrance Townhouse 2",2016-05-19,"within an hour",1,"f",4,"Bay Village","02116",42.3485086569172,-71.0692901015931,"Guesthouse","Entire home/apt",4,1,2,"Real Bed",289,1,"$0.00",3,1125,1,100,10,10,10,10,10,10,"f","strict",1,3,0,1000,3,1,0,1,0.435616438356164,572.791666666667
14237196,"Back Bay Studio walk score 98 steps public trans",2015-04-16,"within an hour",1,"f",17,"Bay Village","02116",42.3493199491279,-71.066821391761,"Condominium","Entire home/apt",4,1,2,"Real Bed",170,2,"$15.00",2,1125,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,2,0,1000,23,NA,NA,0,0.89041095890411,971.791666666667
13449737,"Arlington Street, Lux low-rise 1 Bd Back Bay area",2014-10-14,"within an hour",1,"f",122,"Bay Village","02116",42.3491804370507,-71.0687493701491,"Apartment","Entire home/apt",2,1,1,"Real Bed",247,1,"$0.00",10,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,5,0,975,91,NA,NA,0,0.975342465753425,1155.79166666667
14365669,"Heart of Boston Home 6 walk to all of Boston",2012-05-12,"within an hour",1,"f",4,"Bay Village","02116",42.3488338136486,-71.0689654592907,"House","Entire home/apt",5,2.5,3,"Real Bed",500,1,"$0.00",2,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,9,0,1000,3,NA,NA,0,0.961643835616438,2040.79166666667
11940785,"Boston -in the center of it ALL!",2015-01-01,"within an hour",1,"f",1,"Bay Village","02116",42.348237076531,-71.0685174246612,"Condominium","Entire home/apt",2,1,1,"Real Bed",139,1,"$0.00",3,1125,2,100,10,10,10,10,10,10,"f","moderate",1.71,3,2,1000,251,5.5,0,5.5,0,1076.79166666667
4518710,"1 Bedroom Apt. *B - Boston Back Bay",2013-12-07,"within a day",0.81,"f",7,"Bay Village","02116",42.34925132695,-71.0689905811952,"Apartment","Entire home/apt",4,1,1,"Real Bed",165,1,"$0.00",1,1125,38,88,9,9,9,9,10,9,"f","flexible",1.74,0,2,816,1000,2.60526315789474,0.0526315789473684,2.55263157894737,0.920547945205479,1466.79166666667
13397390,"Townhouse next to the Boston Common",2011-09-20,"within a day",0.9,"f",1,"Bay Village","02116",42.3495323514959,-71.0694419636653,"Townhouse","Entire home/apt",4,2.5,2,"Real Bed",500,1,"$0.00",2,1125,1,100,10,10,10,10,10,8,"f","moderate",0.64,5,2,1000,173,7,0,7,0.389041095890411,2275.79166666667
11398458,"Full Serviced One Bedroom Apartment",2016-01-28,"within a few hours",1,"f",1,"Bay Village","02116",42.3487314292235,-71.0683168381306,"Apartment","Entire home/apt",3,1,1,"Real Bed",350,1,"$0.00",1,1125,1,100,10,10,10,10,10,10,"f","flexible",1,4,2,1000,40,2,0,2,0.857534246575342,684.791666666667
1731639,"Lovely Back BayTownhouse in Boston 38M",2012-05-12,"within an hour",1,"f",4,"Bay Village","02116",42.3495855428883,-71.0675750607572,"House","Entire home/apt",5,2.5,4,"Real Bed",500,1,"$0.00",2,1125,9,91,9,10,9,10,10,9,"f","strict",0.74,5,0,1000,68,2.55555555555556,0,2.55555555555556,0.926027397260274,2040.79166666667
4518380,"2 Bedroom Suite - Boston's Back Bay",2013-12-07,"within a day",0.81,"f",7,"Bay Village","02116",42.3484751081,-71.0704067323362,"Apartment","Entire home/apt",6,1,2,"Real Bed",188,1,"$0.00",1,1125,13,86,7,9,9,9,10,9,"f","flexible",0.6,0,2,818,1000,3.07692307692308,0.0769230769230769,3,0.961643835616438,1466.79166666667
12265433,"Charming Bay Village Brownstone Apt",2016-04-06,"within a few hours",1,"f",1,"Bay Village","02116",42.3483995210312,-71.0680270442659,"Apartment","Entire home/apt",4,2,2,"Real Bed",400,3,"$100.00",1,1125,5,95,10,10,10,10,10,10,"f","strict",1.1,7,2,1000,135,4.4,0,4.4,0.950684931506849,615.791666666667
6268082,"Cozy Classic Boston Brownstone",2015-01-05,"within an hour",1,"f",1,"Bay Village","02116",42.3488935818085,-71.0684971062819,"Apartment","Entire home/apt",3,1,2,"Real Bed",180,1,"$0.00",3,1125,14,97,10,10,10,10,10,10,"t","moderate",4.67,4,2,1000,441,3.35714285714286,0,3.35714285714286,0.0191780821917808,1072.79166666667
14820482,"Historic townhouse in the heart of Boston",2016-08-30,"",NA,"f",1,"Bay Village","02116",42.3490038530794,-71.0688772596672,"Apartment","Entire home/apt",4,1.5,2,"Real Bed",375,1,"$0.00",3,120,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,1,0,1000,45,NA,NA,0,0.947945205479452,469.791666666667
8422876,"In the Heart of Boston! Also",2014-09-27,"within an hour",1,"f",4,"Bay Village","02116",42.348806853436,-71.0681283633885,"Bed & Breakfast","Private room",2,2,1,"Real Bed",99,1,"$0.00",2,1125,32,94,9,10,10,10,10,9,"t","moderate",2.71,2,2,1000,503,4.125,0,4.125,0.879452054794521,1172.79166666667
13129109,"Renovated 1 Bedroom Steps from Boston Common",2014-05-21,"within a day",0.6,"f",1,"Bay Village","02116",42.3500166601268,-71.0677380834479,"Apartment","Entire home/apt",2,1,1,"Real Bed",170,1,"$45.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","strict",NA,1,0,92,736,NA,NA,0,0.950684931506849,1301.79166666667
2706986,"Steps from everywhere you want 2 go",2011-04-11,"within a day",1,"f",1,"Bay Village","02116",42.3501538007485,-71.0679307880178,"Apartment","Private room",2,1,1,"Real Bed",125,2,"$100.00",2,7,16,90,8,8,10,10,10,9,"f","moderate",1.05,5,2,281,36,3.25,0,3.25,0.227397260273973,2437.79166666667
11963384,"Lux 1BR Back Bay + Basketball Court",2015-03-30,"within a few hours",0.98,"f",749,"Bay Village","02116",42.3497134913012,-71.0698526583869,"Apartment","Entire home/apt",3,1,1,"Real Bed",129,1,"$0.00",14,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","strict",NA,4,0,1000,151,NA,NA,0,0.317808219178082,988.791666666667
9825415,"Private Room in the Heart of Boston",2015-02-02,"within a day",1,"f",1,"Bay Village","02116",42.3489781343924,-71.0678245865978,"Apartment","Private room",2,1,1,"Real Bed",90,1,"$0.00",1,1125,11,93,10,9,9,9,10,9,"f","moderate",1.27,3,0,249,3,3.90909090909091,0.0909090909090909,3.81818181818182,0.010958904109589,1044.79166666667
14731382,"Dramatic 2 BR, Private Entrance Townhouse 1",2016-05-19,"within an hour",1,"f",4,"Bay Village","02116",42.3504658377512,-71.0670932254801,"House","Entire home/apt",4,1,2,"Real Bed",299,1,"$0.00",3,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","strict",NA,3,0,1000,338,NA,NA,0,0.446575342465753,572.791666666667
7931882,"Comfy 2BR, Amazing Location!",2015-08-17,"within an hour",1,"f",1,"Bay Village","02116",42.3492206846134,-71.066914079276,"Apartment","Entire home/apt",4,1,2,"Real Bed",225,1,"$0.00",2,1125,11,96,10,10,10,10,9,9,"f","strict",0.99,1,0,241,3,5.27272727272727,0,5.27272727272727,0,848.791666666667
475259,"Spectacular Boston Townhouse 36M",2012-05-12,"within an hour",1,"f",4,"Bay Village","02116",42.3499006687941,-71.0696002099261,"House","Entire home/apt",5,2.5,4,"Real Bed",500,4,"$0.00",2,1125,3,73,9,5,10,10,10,7,"f","strict",1.55,1,1,1000,3,2.33333333333333,0.333333333333333,2,0.953424657534247,2040.79166666667
475254,"Boston City Home 8 right in the heart of the city",2012-05-12,"within an hour",1,"f",4,"Bay Village","02116",42.3484557168945,-71.0681002893363,"House","Entire home/apt",5,2.5,4,"Real Bed",500,1,"$0.00",2,1125,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,3,2,1000,44,NA,NA,0,0.926027397260274,2040.79166666667
6292261,"In the Heart of Boston too!!",2014-09-27,"within an hour",1,"f",4,"Bay Village","02116",42.3503589882681,-71.0677934895285,"Bed & Breakfast","Private room",2,2,1,"Real Bed",99,1,"$0.00",2,1125,65,93,9,9,10,10,10,9,"t","moderate",4.05,2,2,1000,426,4,0.0153846153846154,3.98461538461538,0.89041095890411,1172.79166666667
6499228,"Private Room in Hip Loft",2014-09-06,"within a few hours",1,"f",2,"Leather District","02111",42.3504168336011,-71.0578945040906,"Apartment","Private room",2,1,2,"Real Bed",245,1,"$0.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,0,0,793,936,NA,NA,0,1,1193.79166666667
4053612,"2 BR Luxury Condo, Downtown Boston",2014-09-06,"within a few hours",1,"f",2,"Leather District","02111",42.3513219498503,-71.057654993816,"Condominium","Entire home/apt",4,1,3,"Real Bed",390,4,"$150.00",1,1125,30,95,10,10,10,10,9,9,"f","moderate",1.24,4,3,1000,912,3.5,0.0666666666666667,3.43333333333333,0.986301369863014,1193.79166666667
8733896,"Best Location, Luxury Condo",2012-08-05,"within an hour",1,"t",2,"Leather District","02111",42.3514481157291,-71.0586695878896,"Apartment","Private room",2,1,1,"Real Bed",159,2,"$0.00",1,1125,37,100,10,10,10,10,10,10,"f","flexible",3.57,10,2,1000,89,3.21621621621622,0.027027027027027,3.18918918918919,0,1955.79166666667
9166002,"Luxury Condo",2012-08-05,"within an hour",1,"t",2,"Leather District","02111",42.3512505224303,-71.0589302471247,"Condominium","Entire home/apt",4,2,2,"Real Bed",295,4,"$40.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","moderate",NA,11,2,1000,101,NA,NA,0,0,1955.79166666667
8014683,"One-Bed Condo (Downtown Boston)",2014-11-24,"",NA,"f",1,"Leather District","02111",42.3517657298225,-71.0570491779424,"Condominium","Entire home/apt",2,1,1,"Real Bed",179,3,"$30.00",2,1125,2,100,10,10,10,10,9,10,"f","moderate",0.19,4,1,1000,495,2.5,0,2.5,0,1114.79166666667
3359170,"[1857]2BR At Radian Apartments",2009-07-10,"within a few hours",0.89,"f",558,"Chinatown","02111",42.3519400459716,-71.060076507407,"Apartment","Entire home/apt",4,2,2,"Real Bed",399,1,"$0.00",7,365,1,100,10,10,10,10,10,10,"f","super_strict_30",0.04,5,0,1000,110,3,0,3,0.997260273972603,3077.79166666667
12303347,"Luxury Furnished 1BR Boston Apt",2015-03-30,"within a few hours",0.98,"f",749,"Chinatown","02111",42.3519290207499,-71.0595077925456,"Apartment","Entire home/apt",3,1,1,"Real Bed",219,1,"$0.00",15,1125,1,100,4,10,10,10,10,8,"f","flexible",0.54,2,0,1000,3,3,0,3,0.479452054794521,988.791666666667
3401809,"[1857-1]1BR At Radian Apartments",2009-07-10,"within a few hours",0.89,"f",558,"Chinatown","02111",42.3519819683323,-71.0596086130975,"Apartment","Entire home/apt",2,1,1,"Real Bed",289,1,"$0.00",7,365,0,NA,NA,NA,NA,NA,NA,NA,"f","super_strict_30",NA,5,0,1000,36,NA,NA,0,0.997260273972603,3077.79166666667
12301081,"Luxury 1BR Boston Apt",2015-03-30,"within a few hours",0.98,"f",749,"Chinatown","02111",42.3512146620701,-71.0593748148671,"Apartment","Entire home/apt",3,1,1,"Real Bed",219,1,"$0.00",15,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","strict",NA,2,0,1000,3,NA,NA,0,0.49041095890411,988.791666666667
2848330,"New Downtown 2Bedrooms",2012-07-21,"within an hour",1,"f",13,"Chinatown","02111",42.3486760653153,-71.0612433290137,"Apartment","Entire home/apt",4,1,3,"Real Bed",295,3,"$30.00",3,90,33,86,9,9,9,9,8,8,"f","strict",1.36,1,0,1000,198,2.72727272727273,0.0909090909090909,2.63636363636364,0.923287671232877,1970.79166666667
13079659,"Chic 2BR Near Boston Common",2014-02-14,"within a few hours",0.71,"f",363,"Chinatown","02111",42.3512666672576,-71.0619027441564,"Loft","Entire home/apt",4,1,2,"Real Bed",259,2,"$10.00",3,1125,3,93,10,10,10,10,9,9,"t","strict",0.98,3,1,1000,1000,2.66666666666667,0.333333333333333,2.33333333333333,0.298630136986301,1397.79166666667
2848370,"New 1 BD Downtown ( B )",2012-07-21,"within an hour",1,"f",13,"Chinatown","02111",42.3489880393282,-71.0604931531467,"Apartment","Entire home/apt",3,1,1,"Real Bed",185,1,"$25.00",3,1125,36,91,9,10,9,9,9,9,"f","strict",1.53,1,0,1000,197,2.41666666666667,0.0555555555555556,2.36111111111111,0.947945205479452,1970.79166666667
13024385,"Roomy 2BR close to Boston Common",2014-02-14,"within a few hours",0.71,"f",363,"Chinatown","02111",42.3512444417352,-71.0619782209603,"Loft","Entire home/apt",4,1,2,"Real Bed",269,2,"$10.00",3,1125,1,100,10,10,10,10,10,10,"t","strict",0.36,7,3,1000,1000,3,0,3,0.210958904109589,1397.79166666667
7630346,"Downtown Back Bay Studio W/Parking",2013-03-25,"within an hour",1,"f",11,"Chinatown","02111",42.348840359478,-71.0638387110802,"Apartment","Entire home/apt",4,1,2,"Real Bed",109,2,"$25.00",1,1125,58,88,9,9,9,10,9,9,"f","strict",4.55,4,0,1000,468,2.75862068965517,0.0862068965517241,2.67241379310345,0.846575342465753,1723.79166666667
2848362,"2BR Downtown Boston",2012-07-21,"within an hour",1,"f",13,"Chinatown","02111",42.3481647007791,-71.0597439063399,"Apartment","Entire home/apt",4,1,3,"Real Bed",295,3,"$25.00",3,1125,30,85,9,10,9,9,9,8,"f","strict",1.25,1,0,1000,197,2,0,2,0.915068493150685,1970.79166666667
2187766,"Lux Downtown Boston 2BR Apt w/pool",2013-10-14,"within a few hours",0.96,"f",313,"Chinatown","02111",42.3516383838816,-71.062148069686,"Apartment","Entire home/apt",5,2,3,"Real Bed",389,1,"$0.00",3,1125,22,92,9,9,9,9,10,9,"f","moderate",0.74,3,3,1000,246,2.27272727272727,0.136363636363636,2.13636363636364,0.252054794520548,1520.79166666667
14246956,"Tufts medical,Boston tourists,sleeps 6,ChinaTown",2015-04-16,"within an hour",1,"f",17,"Chinatown","02111",42.3475405886171,-71.0602171278931,"Apartment","Entire home/apt",4,1,2,"Real Bed",215,4,"$15.00",2,1125,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,2,2,1000,3,NA,NA,0,0.926027397260274,971.791666666667
2848393,"4BR & 2BA Downtown: Combine 2 units",2012-07-21,"within an hour",1,"f",13,"Chinatown","02111",42.3488934738346,-71.0599642551322,"Apartment","Entire home/apt",8,2,6,"Real Bed",375,3,"$40.00",4,1125,8,95,10,10,10,10,10,10,"f","strict",0.33,2,0,1000,202,2.75,0,2.75,0.898630136986301,1970.79166666667
14573486,"Brand New Luxury 1 bedroom Downtown Boston",2015-06-14,"within an hour",1,"f",3,"Chinatown","02111",42.3506761345951,-71.0613771780479,"Apartment","Entire home/apt",4,1,2,"Real Bed",270,2,"$10.00",4,1125,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,3,0,1000,1000,NA,NA,0,0.126027397260274,912.791666666667
3342206,"Lux 2BR w/WiFi, Central Boston",2013-10-14,"within a few hours",0.96,"f",313,"Chinatown","02111",42.351526673879,-71.0600035097666,"Apartment","Entire home/apt",5,2,3,"Real Bed",285,1,"$0.00",15,1125,2,100,10,9,10,10,10,10,"f","moderate",0.09,2,4,1000,152,3.5,0.5,3,0.405479452054795,1520.79166666667
8830015,"Convenient 2bd Downtown Apt",2014-10-15,"within an hour",0.98,"f",6,"Chinatown","02111",42.3505521601441,-71.0616861426725,"Apartment","Entire home/apt",6,1,2,"Real Bed",296,4,"$20.00",1,1125,55,95,10,10,10,10,10,9,"f","moderate",5.31,4,0,1000,169,2.74545454545455,0.0363636363636364,2.70909090909091,0.884931506849315,1154.79166666667
14898198,"Apartment in Chinatown Boston",2016-09-04,"",NA,"f",1,"Chinatown","02111",42.3507112889442,-71.0627487600469,"Apartment","Private room",3,1.5,2,"Real Bed",80,1,"$30.00",1,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,1,1,1000,633,NA,NA,0,0.978082191780822,464.791666666667
10611728,"LUX 1 Bedroom Downtown Boston Apt",2015-03-30,"within a few hours",0.98,"f",749,"Chinatown","02111",42.3511455612324,-71.0598902171131,"Apartment","Entire home/apt",3,1,1,"Real Bed",219,1,"$0.00",15,1125,2,100,10,10,10,10,10,10,"f","strict",0.27,3,0,1000,151,3,0,3,0.49041095890411,988.791666666667
11169560,"Chinatown Best Location Studio",2015-05-23,"within an hour",1,"f",1,"Chinatown","02111",42.3502972558571,-71.0623112500363,"Loft","Entire home/apt",2,1,1,"Real Bed",120,1,"$10.00",3,1125,13,87,10,8,9,10,9,9,"f","moderate",2.15,4,0,448,3,1.46153846153846,0.0769230769230769,1.38461538461538,0.164383561643836,934.791666666667
14251275,"2 bed China Town,Tufts Medical,South Station,MBTA*",2015-04-16,"within an hour",1,"f",17,"Chinatown","02111",42.3496117086747,-71.0606228627643,"Apartment","Entire home/apt",4,1,2,"Real Bed",209,4,"$15.00",2,1125,0,NA,NA,NA,NA,NA,NA,NA,"t","strict",NA,2,2,1000,113,NA,NA,0,0.934246575342466,971.791666666667
12302222,"Luxury 2BR Boston Apt",2015-03-30,"within a few hours",0.98,"f",749,"Chinatown","02111",42.3517150176633,-71.0597100103402,"Apartment","Entire home/apt",5,2,2,"Real Bed",399,1,"$0.00",15,1125,1,100,10,10,10,10,10,8,"f","strict",0.77,2,0,1000,3,2,0,2,0.49041095890411,988.791666666667
6452246,"Room+Pvt Bathroom, Heart of Boston",2014-04-07,"within an hour",1,"t",2,"Chinatown","02111",42.3495550410248,-71.061880931295,"Apartment","Private room",2,2,1,"Real Bed",159,1,"$0.00",1,31,80,98,10,10,10,10,10,10,"f","strict",6.42,6,7,1000,1000,4.575,0.0375,4.5375,0.0410958904109589,1345.79166666667
8861069,"Cozy Chinatown/South End Studio",2014-05-06,"within a few hours",0.92,"f",1,"Chinatown","02111",42.3483997905399,-71.0622773065036,"Apartment","Entire home/apt",3,1,2,"Real Bed",125,2,"$10.00",2,1125,20,91,10,9,10,10,9,9,"f","moderate",1.91,1,0,1000,3,3.25,0.05,3.2,0.0328767123287671,1316.79166666667
13417639,"Cozy room in central Boston",2014-10-26,"within a day",0.71,"f",1,"Chinatown","02111",42.3492484988724,-71.0618231460684,"Apartment","Private room",2,1,1,"Real Bed",80,1,"$0.00",2,1125,5,84,9,8,9,10,9,9,"f","flexible",2.5,1,0,591,100,2.6,0,2.6,0.906849315068493,1143.79166666667
12383204,"Dowtown Boston 2BR Apt.-Opera House",2015-03-30,"within a few hours",0.98,"f",749,"Chinatown","02116",42.3524172176597,-71.0616190511124,"Apartment","Entire home/apt",5,2,2,"Real Bed",299,1,"$0.00",3,1125,1,80,8,8,10,10,8,8,"f","strict",0.58,6,0,1000,151,0,0,0,0.479452054794521,988.791666666667
6500646,"Spacious Room - Chinatown Apartment",2014-08-23,"within a day",1,"f",1,"Chinatown","02111",42.3522346835565,-71.0622889769673,"Apartment","Private room",1,1,1,"Real Bed",100,1,"$0.00",1,1125,5,100,10,10,10,10,10,10,"f","strict",2.34,4,0,557,39,4.8,0.2,4.6,0.328767123287671,1207.79166666667
12986892,"Lux 1BR w/den in Chinatown w/WiFi, Gym",2013-10-14,"within a few hours",0.96,"f",313,"Chinatown","02111",42.3488297409189,-71.0599061341961,"Apartment","Entire home/apt",4,1,2,"Real Bed",229,1,"$0.00",7,1125,0,NA,NA,NA,NA,NA,NA,NA,"f","flexible",NA,1,0,226,3,NA,NA,0,0.405479452054795,1520.79166666667
7434871,"Theater District 2 LEVEL LOFT!",2015-07-19,"within an hour",1,"f",1,"Chinatown","02111",42.3493932130319,-71.0626370368658,"Condominium","Entire home/apt",8,1,4,"Real Bed",383,2,"$25.00",1,20,57,86,9,9,10,10,9,9,"t","strict",4.22,1,0,1000,1000,2.28070175438596,0.0526315789473684,2.2280701754386,0.0246575342465753,877.791666666667
7630340,"Downtown / Back Bay 1 Bed W/Parking",2013-03-25,"within an hour",1,"f",11,"Chinatown","02111",42.3485963422796,-71.0627601996312,"Apartment","Entire home/apt",4,1,2,"Real Bed",149,2,"$25.00",2,1125,40,83,9,8,9,10,9,9,"f","strict",3.25,4,0,1000,470,2.55,0.25,2.3,0.906849315068493,1723.79166666667
